file,emotion,text
/path_to_wavs/Ses01M_impro04_F019.wav,e0,"I CAN'T FINISH THE SENTENCE WITH YOU WITHOUT YOU JUMPING IN ."
/path_to_wavs/Ses01M_impro04_F020.wav,e0,"AND YOU'RE ALWAYS RIGHT ."
/path_to_wavs/Ses01M_impro04_F021.wav,e0,"YOU HAVE AN EXCUSE FOR EVERYTHING ."
/path_to_wavs/Ses01M_impro04_F022.wav,e0,"I'M JUST SAYING THAT MAYBE YOU SHOULD . TAKE IN SOME INFORMATION BEFORE YOU PRODUCE MORE OF YOUR OWN ."
/path_to_wavs/Ses01M_impro04_F023.wav,e0,"{BR} ."
/path_to_wavs/Ses01M_impro04_F025.wav,e0,"WELL WHAT KIND OF FIELD ARE YOU LOOKING TO GO INTO ."
/path_to_wavs/Ses01M_impro04_M014.wav,e2,"WHAT ."
/path_to_wavs/Ses01M_impro04_M018.wav,e2,"OKAY OKAY NO NO NO NO OKAY NO I NEED TO HEAR THIS MORE COME ON BRING IT ."
/path_to_wavs/Ses01M_impro04_M023.wav,e2,"I'M LIKE A SPONGE I'M LIKE SOAKED UP WITH ALL THIS INFORMATION FOR LIKE THREE YEARS I'M JUST DYING FOR A JOB TO LIKE PUT IT IN TO ."
/path_to_wavs/Ses01M_impro04_M025.wav,e0,"THAT'S IT ."
/path_to_wavs/Ses01M_impro05_F000.wav,e0,"CAN I HELP YOU ."
/path_to_wavs/Ses01M_impro05_F001.wav,e0,"I NEED A LITTLE MORE INFORMATION ."
/path_to_wavs/Ses01M_impro05_F002.wav,e0,"WHAT . WHAT FLIGHT DID YOU COME IN ON ."
/path_to_wavs/Ses01M_impro05_F003.wav,e0,"GEORGIA ."
/path_to_wavs/Ses01M_impro05_F004.wav,e0,"THERE'S NO NEED  FOR YOU TO RAISE YOUR VOICE SIR ."
/path_to_wavs/Ses01M_impro05_F005.wav,e0,"I'VE BEEN COLLEGE EDUCATED ."
/path_to_wavs/Ses01M_impro05_F006.wav,e0,"I SPEAK  YOUR LANGUAGE ."
/path_to_wavs/Ses01M_impro05_F007.wav,e0,"I'M JUST SAYING YOU DON'T NEED TO TALK TO ME LIKE . I ."
/path_to_wavs/Ses01M_impro05_F011.wav,e0,"DETAILS DETAILS . WELL ANYHOW  CAN I ."
/path_to_wavs/Ses01M_impro05_F012.wav,e0,"SO YOU FLEW IN FROM ATLANTA ."
/path_to_wavs/Ses01M_impro05_F013.wav,e0,"FOUR . FOUR HOURS AGO ."
/path_to_wavs/Ses01M_impro05_F014.wav,e0,"DO YOU HAVE ANY I ."
/path_to_wavs/Ses01M_impro05_F015.wav,e0,"I  WOULDN'T LET YOU I WAS NOT IN ATLANTA I WAS NOT IN ATLANTA ."
/path_to_wavs/Ses01M_impro05_F016.wav,e0,"I HAD NOTHING TO DO WITH THE BOARDING ATTENDANCE  I'M SORRY THAT YOUR SEAT WAS . WHEREVER IT WAS ."
/path_to_wavs/Ses01M_impro05_F017.wav,e0,"I HAVE SOME UNFORTUNATE NEWS . UH THAT YOUR BAG ISN'T GOING TO BE ."
/path_to_wavs/Ses01M_impro05_F018.wav,e0,"ARRIVING ANY TIME SOON ."
/path_to_wavs/Ses01M_impro05_F019.wav,e0,"I'M REALLY SORRY TO TELL YOU THIS BUT ."
/path_to_wavs/Ses01M_impro05_F020.wav,e0,"IT'S NOT I CAN OFFER YOU FIFTY DOLLARS  AND A REIMBURSEMENT GIFT CARDS FOR  OUR AIRLINE ."
/path_to_wavs/Ses01M_impro05_F021.wav,e0,"AND YOUR FUTURE ."
/path_to_wavs/Ses01M_impro05_F022.wav,e0,"NO ."
/path_to_wavs/Ses01M_impro05_F023.wav,e0,"YES ."
/path_to_wavs/Ses01M_impro05_F024.wav,e0,"WE'VE ACTUALLY ."
/path_to_wavs/Ses01M_impro05_F025.wav,e0,"THEY DO AS MATTER OF FACT . WE DON'T LIKE TO PUBLICIZE IT BECAUSE ."
/path_to_wavs/Ses01M_impro05_F026.wav,e0,"PEOPLE WOULDN'T  FLY OUR AIRLINE ."
/path_to_wavs/Ses01M_impro05_F027.wav,e0,"WHAT . WAS THAT ."
/path_to_wavs/Ses01M_impro05_F028.wav,e0,"THAT'S UNFORTUNATE ."
/path_to_wavs/Ses01M_impro05_F029.wav,e0,"THAT'S TOO BAD ."
/path_to_wavs/Ses01M_impro05_F030.wav,e0,"I WISH I COULD GIVE IT . TO YOU ."
/path_to_wavs/Ses01M_impro05_F031.wav,e0,"I WISH I ."
/path_to_wavs/Ses01M_impro05_F032.wav,e0,"THAT'S . NOT NO ."
/path_to_wavs/Ses01M_impro05_F033.wav,e0,"NO ."
/path_to_wavs/Ses01M_impro05_F034.wav,e0,"WE HAVE PLENTY OF AGGRESSIVE SEARCHING GOING ON IT'S NOT  THERE SOMEONE'S TAKEN  IT ."
/path_to_wavs/Ses01M_impro05_M004.wav,e2,"ARE YOU INSINUATING THAT I DON'T HAVE A COLLEGE EDUCATION AND THAT FOR SOME REASON THAT MAKES YOU A BETTER PERSON THAN I AM ."
/path_to_wavs/Ses01M_impro05_M005.wav,e2,"LISTEN SHUT YOUR SMUG MOUTH OKAY I DON'T NEED THAT ."
/path_to_wavs/Ses01M_impro05_M006.wav,e2,"I'VE BEEN SITTING HERE FOR  FOUR HOURS ."
/path_to_wavs/Ses01M_impro05_M007.wav,e2,"YOU PEOPLE HAVE JUST BEEN TOSSING ME AROUND LIKE A USED . HANKY ."
/path_to_wavs/Ses01M_impro05_M008.wav,e2,"YOU WORK HERE ."
/path_to_wavs/Ses01M_impro05_M015.wav,e0,"OKAY ."
/path_to_wavs/Ses01M_impro05_M020.wav,e2,"PROBABLY PEOPLE THAT WORK FOR YOUR COMPANY HUH ."
/path_to_wavs/Ses01M_impro05_M021.wav,e2,"DO YOU KNOW WHAT WAS IN THAT LITTLE BAG  THAT I COULD HAVE JUST EASILY PUT IN OVERHEAD COMPARTMENT BUT NO I HAD TO CHECK ."
/path_to_wavs/Ses01M_impro05_M022.wav,e2,"MY COMPUTER  WHICH HAS  ALL OF MY DATA WHICH I'M COLLECTING RIGHT NOW ."
/path_to_wavs/Ses01M_impro05_M023.wav,e2,"YEAH . IT'S REALLY UNFORTUNATE YOU KNOW WHY BECAUSE I'M GOING TO GET FIRED IF I DON'T GET THAT . SO I NEED TO HAVE THAT BACK ."
/path_to_wavs/Ses01M_impro05_M024.wav,e2,"FIFTY DOLLARS IS NOT GOING TO COVER ME FOR MY JOB OKAY ."
/path_to_wavs/Ses01M_impro05_M025.wav,e2,"WELL YOU NEED TO FIND . IT CAN I JUST GO BACK THERE AND LOOK THROUGH THE BAGS . CAN I . JUST GO BACK THERE AND JUST GO THROUGH MAYBE I'LL FIND IT ."
/path_to_wavs/Ses01M_impro05_M026.wav,e2,"IT'LL BE A LOT MORE THAN WHAT YOU'RE DOING  SITTING HERE AND JUST GIVE ME LIP SERVICE I'D LIKE TO GO BACK AT LEAST DO SOME AGGRESSIVE SEARCHING FOR MY STUFF ."
/path_to_wavs/Ses01M_impro05_M027.wav,e2,"SURE YEAH RIGHT YOU HAVE PLENTY OF AGGRESSIVE SEARCHING GOING ON . AGGRESSIVE SEARCHING DRINKING COFFEE AND SMOKING CIGARETTES ."
/path_to_wavs/Ses01M_impro05_M028.wav,e2,"I KNOW WHAT YOU GUYS DO WHEN YOU'RE NOT WORKING YOU'RE UNION PEOPLE YOU JUST SIT AROUND ON YOUR ASS ."
/path_to_wavs/Ses01M_impro05_M031.wav,e2,"THANK YOU VERY MUCH ."
/path_to_wavs/Ses01M_impro06_F000.wav,e0,"YOU OKAY ."
/path_to_wavs/Ses01M_impro06_F001.wav,e0,"WHAT'S HAPPENED ."
/path_to_wavs/Ses01M_impro06_F002.wav,e0,"YOU DON'T HAVE TO IF YOU DON'T WANT TO ."
/path_to_wavs/Ses01M_impro06_F003.wav,e3,"I'M SORRY TO HEAR THAT ."
/path_to_wavs/Ses01M_impro06_F004.wav,e3,"YOU'VE BEEN TAKING CARE OF IT ALL ."
/path_to_wavs/Ses01M_impro06_F005.wav,e3,"OH JESUS ."
/path_to_wavs/Ses01M_impro06_F006.wav,e3,"HE SICK FOR AWHILE ."
/path_to_wavs/Ses01M_impro06_F007.wav,e0,"WAS IT AN ACCIDENT ."
/path_to_wavs/Ses01M_impro06_F008.wav,e0,"HOW WAS SICK ."
/path_to_wavs/Ses01M_impro06_F009.wav,e0,"WELL I'M CONFUSED HE WAS SICK OR IT WAS AN ACCIDENT ."
/path_to_wavs/Ses01M_impro06_F010.wav,e0,"OH REALLY FAST OH ."
/path_to_wavs/Ses01M_impro06_F011.wav,e0,"YEAH ."
/path_to_wavs/Ses01M_impro06_F012.wav,e0,"YEAH ."
/path_to_wavs/Ses01M_impro06_F013.wav,e0,"TOTALLY YEAH ."
/path_to_wavs/Ses01M_impro06_F014.wav,e0,"MMHMM ."
/path_to_wavs/Ses01M_impro06_F015.wav,e0,"LOCK ."
/path_to_wavs/Ses01M_impro06_F016.wav,e0,"MMHMM ."
/path_to_wavs/Ses01M_impro06_F017.wav,e0,"THE PLANS YOU MAKE {NS} ."
/path_to_wavs/Ses01M_impro06_F018.wav,e0,"IT LEAVES A HOLE FOR YOU TOO ."
/path_to_wavs/Ses01M_impro06_F019.wav,e0,"IT LEAVES A HOLE FOR YOU TOO . IN YOUR PLANS TOGETHER ."
/path_to_wavs/Ses01M_impro06_F020.wav,e0,"IT GETS BETTER ."
/path_to_wavs/Ses01M_impro06_F021.wav,e0,"MMHMM ."
/path_to_wavs/Ses01M_impro06_F022.wav,e0,"MMHMM ."
/path_to_wavs/Ses01M_impro06_F023.wav,e0,"MMHMM ."
/path_to_wavs/Ses01M_impro06_F024.wav,e0,"HOW LONG DID YOU KNOW EACH OTHER ."
/path_to_wavs/Ses01M_impro06_F025.wav,e0,"THAT'S A LONG TIME ."
/path_to_wavs/Ses01M_impro06_F026.wav,e0,"IT'S GOOD THAT YOU WERE THERE ."
/path_to_wavs/Ses01M_impro06_F027.wav,e0,"YEAH ."
/path_to_wavs/Ses01M_impro06_F028.wav,e0,"ARE THERE THINGS YOU WISH YOU'D DONE DIFFERENTLY ."
/path_to_wavs/Ses01M_impro06_M000.wav,e3,"YEAH I'M JUST YEAH ."
/path_to_wavs/Ses01M_impro06_M001.wav,e3,"JUST KIND OF FEEL NUMB YOU KNOW ."
/path_to_wavs/Ses01M_impro06_M002.wav,e3,"YOU DIDN'T EVEN HEAR ."
/path_to_wavs/Ses01M_impro06_M003.wav,e3,"{BR} UMM ."
/path_to_wavs/Ses01M_impro06_M004.wav,e3,"GOD I'VE TOLD THIS STORY SO MANY TIMES  UMM ."
/path_to_wavs/Ses01M_impro06_M005.wav,e3,"I JUST I JUST BASICALLY LOST SOMEONE THAT WAS REALLY CLOSE TO ME ."
/path_to_wavs/Ses01M_impro06_M006.wav,e3,"AND I'VE KIND OF BEEN DEALING WITH ALL OF  THE THE . STUFF YOU KNOW THE . HOSPITAL AND  PEOPLE WORK . BECAUSE ."
/path_to_wavs/Ses01M_impro06_M007.wav,e3,"HE KIND OF DIDN'T HAVE ANYONE TO TAKE CARE OF THAT FOR HIM . SO ."
/path_to_wavs/Ses01M_impro06_M008.wav,e3,"IT'S JUST . REALLY . REALLY MESSED UP ."
/path_to_wavs/Ses01M_impro06_M009.wav,e3,"NO ."
/path_to_wavs/Ses01M_impro06_M010.wav,e3,"JUST LIKE IT ."
/path_to_wavs/Ses01M_impro06_M011.wav,e3,"NO I MEAN IT JUST CAME ON REALLY QUICK YOU KNOW I MEAN IT WAS A  {NS} IT WAS A SICKNESS BUT IT JUST ."
/path_to_wavs/Ses01M_impro06_M012.wav,e3,"WHAT ."
/path_to_wavs/Ses01M_impro06_M013.wav,e3,"HE WAS SICK . HE GOT SICK HE GOT SICK . BUT IT HAPPENED REALLY REALLY FAST . YOU KNOW ."
/path_to_wavs/Ses01M_impro06_M014.wav,e3,"IT WAS KIND OF LIKE  BOOM DONE ."
/path_to_wavs/Ses01M_impro06_M015.wav,e3,"IT'S JUST REALLY WEIRD BECAUSE HE WAS REALLY YOUNG YOU KNOW . AND IT KIND OF LIKE ."
/path_to_wavs/Ses01M_impro06_M016.wav,e3,"IT JUST KIND OF FREAKS YOU OUT ."
/path_to_wavs/Ses01M_impro06_M017.wav,e3,"SO . WEIRD YOU . KNOW THAT LIKE . ONE DAYS . IT'S LIKE . YOU . KNOW SOUNDS SO STUPID BUT LIKE ONE DAY SOMEONE'S HERE  AND  LIKE  NEXT DAY YOU KNOW THEY'RE NOT HERE AND IT JUST KIND OF  MAKES YOU LIKE THINK ABOUT  LIKE  LIFE AND  MORTALITY AND LIKE  THAT KIND OF STUFF . YOU JUST LIKE USED TO  TAKE FOR GRANTED YOU KNOW ."
/path_to_wavs/Ses01M_impro06_M018.wav,e3,"EXACTLY YOU KNOW AND LIKE HE HAD SO MANY PLANS AND HE WAS GOING TO DO ."
/path_to_wavs/Ses01M_impro06_M019.wav,e3,"SO MANY THINGS  YOU KNOW ."
/path_to_wavs/Ses01M_impro06_M020.wav,e3,"WHAT ."
/path_to_wavs/Ses01M_impro06_M021.wav,e3,"YEAH ."
/path_to_wavs/Ses01M_impro06_M022.wav,e3,"HE WAS A REALLY REALLY GOOD GUY ."
/path_to_wavs/Ses01M_impro06_M023.wav,e3,"A LOT OF PEOPLE LOVED HIM ."
/path_to_wavs/Ses01M_impro06_M024.wav,e3,"YOU KNOW IT'S  LIKE AFFECTING A  LOT OF PEOPLE IT'S NOT JUST ME YOU KNOW ."
/path_to_wavs/Ses01M_impro06_M025.wav,e3,"UMM ."
/path_to_wavs/Ses01M_impro06_M026.wav,e3,"FOR LIKE EIGHT YEARS ."
/path_to_wavs/Ses01M_impro06_M027.wav,e3,"YEAH ."
/path_to_wavs/Ses01M_impro06_M028.wav,e3,"YEAH I'M GLAD I WAS THERE GLAD I  GLAD I GOT TO BE THERE ."
/path_to_wavs/Ses01M_impro06_M029.wav,e3,"SO  WEIRD ."
/path_to_wavs/Ses01M_impro06_M030.wav,e3,"LIKE I CAN'T IT'S LIKE YOU KNOW IT'S  LIKE  PINCH ME IT'S LIKE I CAN'T BELIEVE LIKE . I'M . DEALING WITH THIS  YOU KNOW ."
/path_to_wavs/Ses01M_impro07_F000.wav,e0,"YEAH ."
/path_to_wavs/Ses01M_impro07_F001.wav,e1,"{LG} FOR SOFTBALL THAT'S  UNBELIEVABLE IS IT SLOW PITCH ."
/path_to_wavs/Ses01M_impro07_F003.wav,e1,"PINCH HITTING SOFTBALL ."
/path_to_wavs/Ses01M_impro07_F004.wav,e1,"THAT IS INCREDIBLE ."
/path_to_wavs/Ses01M_impro07_F005.wav,e1,"THAT'S  AMAZING . THEY PAY FOR EVERYTHING ."
/path_to_wavs/Ses01M_impro07_F006.wav,e1,"YOUR HOUSING BOOKS EVERYTHING THAT IS . INCREDIBLE ."
/path_to_wavs/Ses01M_impro07_F007.wav,e1,"THAT IS INCREDIBLE DO  YOU GET LIKE A PER DIEM ."
/path_to_wavs/Ses01M_impro07_F008.wav,e1,"YOU SHOULD YOU SHOULD LOOK INTO THAT ."
/path_to_wavs/Ses01M_impro07_F009.wav,e1,"THAT IS AMAZING CONGRATULATIONS . GOOD FOR YOU ."
/path_to_wavs/Ses01M_impro07_F010.wav,e0,"OH ."
/path_to_wavs/Ses01M_impro07_F011.wav,e1,"YEAH THAT YOU PROBABLY YOU . SHOULD . SEE ONE OF THESE VICTORIAN HOUSES AROUND BY ."
/path_to_wavs/Ses01M_impro07_F012.wav,e0,"OH  VENICE BEACH ."
/path_to_wavs/Ses01M_impro07_F013.wav,e1,"OH YOU DON'T LIKE THAT . YOU'RE WEST SIDER ."
/path_to_wavs/Ses01M_impro07_F014.wav,e1,"OKAY THAT  WOULD BE WAY TOO MUCH OF A COMMUTE  YOU CAN'T DO THAT  ESPECIALLY  I KNOW ESPECIALLY . FROM I DON'T KNOW WHAT  I  WAS GOING TO SAY  I DON'T . KNOW ."
/path_to_wavs/Ses01M_impro07_F015.wav,e1,"I DON'T KNOW . COMMUTING FROM WHAT MALIBU THAT WOULD BE RIDICULOUS ."
/path_to_wavs/Ses01M_impro07_F016.wav,e1,"OH  YEAH HE'D DROP YOU RIGHT OFF AT PRACTICE ."
/path_to_wavs/Ses01M_impro07_F018.wav,e1,"THEY HAVE THOSE NEON . SOFTBALLS  THEY'RE LIKE DAY GLOW YOU CAN SEE THEM ANYWHERE ."
/path_to_wavs/Ses01M_impro07_F020.wav,e0,"OH  THAT . IS INCREDIBLE IS IT ."
/path_to_wavs/Ses01M_impro07_F021.wav,e1,"DO THEY HAVE A . IS IT A CO ED . SOFTBALL TEAM . I MEAN REALLY YOU KNOW  I  DIDN'T EVEN  KNOW  THAT THEY HAVE THAT ."
/path_to_wavs/Ses01M_impro07_F022.wav,e1,"WHO DO YOU PLAY LIKE DO ARE YOU LIKE . NATIONALLY RANKED ."
/path_to_wavs/Ses01M_impro07_F023.wav,e1,"THAT IS UNBELIEVABLE ."
/path_to_wavs/Ses01M_impro07_F024.wav,e1,"I WOULD PUT THAT RIGHT UP THERE WITH PING PONG ."
/path_to_wavs/Ses01M_impro07_F025.wav,e1,"I MEAN NOT TO DENIGRATE WHAT YOU ARE DOING . I THINK THAT'S GREAT ."
/path_to_wavs/Ses01M_impro07_F026.wav,e1,"NO  NO I LOVE SOFTBALL I PLAYED SOFTBALL ALL THE TIME ."
/path_to_wavs/Ses01M_impro07_F027.wav,e1,"I AM NOT SAYING YOU SHOULD . BE . I'M NOT NO I THINK  IT'S GREAT I THINK YOU SHOULD BE INCREDIBLY PROUD YOURSELF ESPECIALLY BECAUSE YOU'RE GOING TO U S C . FOR  FREE . FOR DOING  IT FOR  FREE ."
/path_to_wavs/Ses01M_impro07_F033.wav,e1,"YOU'RE LIKE THE ROOKIE . THE NEW KID ."
/path_to_wavs/Ses01M_impro07_F034.wav,e1,"JUST WATCH IN FIVE YEARS YOU'LL BE LIKE ON THE FORCE . YOU . CARRY  AROUND DONUTS IN YOUR BACK POCKET . {LG} ."
/path_to_wavs/Ses01M_impro07_M000.wav,e1,"CHECK THIS OUT YOU KNOW HOW I'VE TOLD YOU I'VE BEEN REALLY . INTO LIKE SOFTBALL RECENTLY ."
/path_to_wavs/Ses01M_impro07_M001.wav,e1,"WELL  THIS  IS TOTALLY RANDOM  I GOT THIS FULL RIDE SCHOLARSHIP TO GO TO U S C NEXT YEAR  TO PLAY SOFTBALL ."
/path_to_wavs/Ses01M_impro07_M002.wav,e1,"FOR SOFTBALL THEY'RE GOING TO PAY ME TO GO TO SCHOOL ISN'T  THAT AWESOME ."
/path_to_wavs/Ses01M_impro07_M003.wav,e1,"YEAH . WELL I DON'T WELL YEAH I CAN PITCH I'M NOT LIKE THE PITCHER THOUGH I'M LIKE THE . PINCH HITTER GUY . I MOSTLY JUST HIT  BUT I GUESS I'M GOING TO HAVE TO . YEAH AND THEN I PLAY SHORTSTOP TOO BUT . IT'S SO EX THE GOOD NEWS IS I GET TO STAY HERE ."
/path_to_wavs/Ses01M_impro07_M004.wav,e1,"I KNOW . FOR SOFTBALL . YEAH ."
/path_to_wavs/Ses01M_impro07_M005.wav,e1,"YEAH EVERYTHING EVERY LIKE . FREE RIDE . AND I GET TO YOU KNOW LIKE BE ON LIKE A TROJANS SPORTS TEAM TOO . AND IT'S LIKE COOL ISN'T IT AWESOME ."
/path_to_wavs/Ses01M_impro07_M006.wav,e1,"I DON'T KNOW I SHOULD ASK YEAH I  WILL ."
/path_to_wavs/Ses01M_impro07_M007.wav,e1,"THANK  YOU ."
/path_to_wavs/Ses01M_impro07_M008.wav,e1,"BUT I DON'T KNOW I WANT TO LIVE IN THE HOUSING THAT THEY GIVE ME THOUGH CAUSE I THINK I WANT TO YOU KNOW LIKE GET LIKE A NICER PLACE ."
/path_to_wavs/Ses01M_impro07_M009.wav,e1,"WHERE SHOULD I MOVE ."
/path_to_wavs/Ses01M_impro07_M010.wav,e1,"THAT'S A REALLY GOOD IDEA OR I COULD GO TO LIKE SANTA MONICA . GO BEACH  VENICE BEACH YEAH A LITTLE DIRTY THOUGH . I . DON'T WANT TO . GO TO VENICE . BEACH . BUT MALIBU ALL RIGHT ."
/path_to_wavs/Ses01M_impro07_M011.wav,e1,"PROFESSIONAL SOFTBALL PLAYER MALIBU . {LG} ."
/path_to_wavs/Ses01M_impro07_M013.wav,e1,"OH YEAH THAT WOULD BE . WELL DEPENDS ON WHAT TYPE OF CAR YOU HAD THOUGH TOO I GUESS IT WOULD BE  WORTH IT  HELICOPTER YEAH HELICOPTER THERE  IS A HELIPAD . THERE RIGHT YEAH EXACTLY ."
/path_to_wavs/Ses01M_impro07_M017.wav,e1,"THEY DO IT'S BELIEVE ME IT'S HUGE ."
/path_to_wavs/Ses01M_impro07_M018.wav,e1,"I JUST GOT INTO IT I JUST KIND OF FELL INTO IT LITERALLY I WAS WALKING AROUND AND ."
/path_to_wavs/Ses01M_impro07_M019.wav,e1,"IT'S PRETTY WILD ."
/path_to_wavs/Ses01M_impro07_M020.wav,e0,"YEAH . WELL I DOUBT {NS} PING PONG {NS} ."
/path_to_wavs/Ses01M_impro07_M024.wav,e1,"FOR FREE THAT'S REALLY WHAT IT'S ABOUT I MEAN WHO CARES  I MEAN IF I HAVE TO PLAY SOFTBALL ALL THE TIME ."
/path_to_wavs/Ses01M_impro07_M026.wav,e0,"YEAH WE HAVE LIKE AWAY GAMES AND STUFF ."
/path_to_wavs/Ses01M_impro07_M030.wav,e0,"BUT YOU KNOW . I'M LIKE {NS} ."
/path_to_wavs/Ses01M_impro07_M032.wav,e1,"I'M GOING TO HAVE A MUSTACHE ON  THE FORCE ."
/path_to_wavs/Ses01M_impro07_M033.wav,e1,"PULL OVER ."
/path_to_wavs/Ses01M_script01_1_F004.wav,e3,"DID YOU TALK TO HIM ."
/path_to_wavs/Ses01M_script01_1_F005.wav,e3,"CRIED HARD ."
/path_to_wavs/Ses01M_script01_1_F006.wav,e3,"{BR} ."
/path_to_wavs/Ses01M_script01_1_F008.wav,e2,"HE'S DREAMING ABOUT HIM AGAIN  WALKING THE STREETS ."
/path_to_wavs/Ses01M_script01_1_F011.wav,e2,"WHAT DO YOU MEAN A MISTAKE ."
/path_to_wavs/Ses01M_script01_1_F014.wav,e2,"WHAT CAN YOU PROVE IT . WHAT PROOF DO YOU HAVE CAN YOU PROVE IT ."
/path_to_wavs/Ses01M_script01_1_F015.wav,e2,"TO YOU IT IS TO ME IT IS . BUT TO YOUR FATHER . YOU CAN TALK YOURSELF TIL YOU'RE BLUE IN THE FACE BUT THERE'S WAS NO GRAVE . AND THERE IS NO BODY SO WHERE ARE YOU ."
/path_to_wavs/Ses01M_script01_1_F016.wav,e2,"THE TROUBLE IS THOSE GOD DAMN NEWS PAPERS  EVERY MONTH SOME BOY COMES BACK MISSING LONGER THEN LARRY SO ."
/path_to_wavs/Ses01M_script01_1_F017.wav,e2,"WHY ."
/path_to_wavs/Ses01M_script01_1_F020.wav,e2,"WELL WHAT DO YOU WANT ME TO DO YOU'RE OLD ENOUGH KNOWN YOUR OWN BUSINESS ."
/path_to_wavs/Ses01M_script01_1_F023.wav,e2,"I'M SORRY . I IGNORE WHAT I'VE GOT TO IGNORE  THAT GIRL IS LARRY'S GIRL ."
/path_to_wavs/Ses01M_script01_1_F024.wav,e2,"FROM FATHER'S POINT OF VIEW HE IS NOT DEAD AND YOU HAVE NO RIGHT TO TAKE HIS GIRL  I'M JUST SAYING THAT YOU CAN GO ON FROM THERE IF YOU KNOW WHERE TO GO BUT I'M SAYING  I DON'T KNOW WHERE TO GO . SEE I DON'T KNOW ."
/path_to_wavs/Ses01M_script01_1_F025.wav,e0,"YOU'RE A CONSIDERATE FELLOW THERE'S NOTHING WRONG IN THAT ."
/path_to_wavs/Ses01M_script01_1_F026.wav,e0,"DID YOU ASK ANNIE YET ."
/path_to_wavs/Ses01M_script01_1_F029.wav,e2,"I DON'T SEE WHY IT HAS TO BE  ANNIE ."
/path_to_wavs/Ses01M_script01_1_F030.wav,e2,"THAT'S A GOOD ANSWER BUT IT DOESN'T ANSWER ANYTHING . YOU HAVEN'T SEEN HER SINCE YOU WENT AWAY TO WAR IT'S BEEN  FIVE YEARS ."
/path_to_wavs/Ses01M_script01_1_F031.wav,e3,"HE THINKS HE'S COMING BACK  CHRIS  YOU MARRY THAT GIRL YOU'RE PRONOUNCING HIM . DEAD ."
/path_to_wavs/Ses01M_script01_1_F032.wav,e2,"DO YOU KNOW WHAT THAT'LL DO TO YOU . TO YOUR FATHER DO  YOU KNOW . I DON'T ."
/path_to_wavs/Ses01M_script01_1_F035.wav,e2,"ARE YOU CRAZY ."
/path_to_wavs/Ses01M_script01_1_F036.wav,e2,"YOU HAVE A BUSINESS HERE . I SAID WHAT THE HELL IS THIS ."
/path_to_wavs/Ses01M_script01_1_F037.wav,e2,"OH MUST YOU BE INSPIRED ."
/path_to_wavs/Ses01M_script01_1_F039.wav,e2,"WELL YOU DON'T WANT TO THINK LIKE THAT ."
/path_to_wavs/Ses01M_script01_1_F040.wav,e2,"ALL RIGHT BUT YOU DON'T THINK LIKE THAT . BECAUSE WHAT THE HELL IS THIS ALL FOR . THIS IS ALL FOR YOU WHAT ARE WE WORKING FOR CHRIS  THE  WHOLE SHOOTING MATCH IS FOR YOU ."
/path_to_wavs/Ses01M_script01_1_F041.wav,e2,"WELL YOU DON'T  THINK LIKE  THAT ."
/path_to_wavs/Ses01M_script01_1_F042.wav,e2,"I DON'T UNDERSTAND YOU DO I ."
/path_to_wavs/Ses01M_script01_1_F043.wav,e2,"WELL I CAN SEE THAT ."
/path_to_wavs/Ses01M_script01_1_M000.wav,e0,"HE SAW IT ."
/path_to_wavs/Ses01M_script01_1_M002.wav,e0,"I WAS OUT HERE AT FOUR THIS MORNING I HEARD A CRACK AND I LOOKED OUT THE WINDOW AND HE WAS STANDING RIGHT OVER THERE ."
/path_to_wavs/Ses01M_script01_1_M003.wav,e3,"I DON'T KNOW BUT  HE WENT BACK IN THE KITCHEN AND HE CRIED ."
/path_to_wavs/Ses01M_script01_1_M004.wav,e3,"NO I FIGURED I'D JUST . LET IT WAIT ."
/path_to_wavs/Ses01M_script01_1_M005.wav,e3,"YEAH  I COULD HEAR HIM CRYING THROUGH THE FLOORBOARDS IN MY ROOM ."
/path_to_wavs/Ses01M_script01_1_M006.wav,e3,"I DON'T KNOW ."
/path_to_wavs/Ses01M_script01_1_M007.wav,e3,"I GUESS HE IS ."
/path_to_wavs/Ses01M_script01_1_M017.wav,e0,"I'M GOING TO ASK HER TO MARRY ME ."
/path_to_wavs/Ses01M_script01_1_M020.wav,e2,"SEE . THEN IT'S NOT JUST MY BUSINESS  SOMETIMES YOU INFURIATE ME YOU KNOW THAT  YOU KNOW IT'S JUST YOUR BUSINESS TOO IF I TELL FATHER AND HE . THROWS A FIT ABOUT IT  HUH ."
/path_to_wavs/Ses01M_script01_1_M021.wav,e2,"SHE IS NOT LARRY'S GIRL ."
/path_to_wavs/Ses01M_script01_1_M023.wav,e2,"TO HELL WITH THAT ."
/path_to_wavs/Ses01M_script01_1_M024.wav,e3,"NO I WANTED TO GET THIS ALL SORTED OUT FIRST ."
/path_to_wavs/Ses01M_script01_1_M034.wav,e2,"BUSINESS  THE BUSINESS DOESN'T INSPIRE ME ."
/path_to_wavs/Ses01M_script01_1_M035.wav,e2,"YES YES I LIKE IT FOR ONE HOUR A DAY  I DON'T CARE IF I HAVE TO GRUB FOR MONEY ALL DAY LONG WHEN I COME HOME . I WANT IT NICE I WANT A FAMILY I WANT TO KIDS . AND ANNIE IS IN THE CENTER OF THAT ."
/path_to_wavs/Ses01M_script01_1_M037.wav,e0,"YES ON THIS I WOULD ."
